company_id,company_name,sector,trend_label,trend_slope,trend_pct
54,Company_54,IT,UP,1363.832119529059,5.885029017059767
55,Company_55,Banking,UP,2497.446188706293,6.279818029919284
56,Company_56,Auto,UP,2707.048686225947,6.81126812948344
57,Company_57,Banking,UP,2398.388699855808,7.139563006841209
58,Company_58,Pharma,UP,1269.0172569203667,7.771008773796062
59,Company_59,Pharma,DOWN,-417.34600572407743,-9.382364797288842
60,Company_60,Pharma,FLAT,122.00129537788337,1.4962584779187695
61,Company_61,Pharma,UP,208.40844807374748,5.924582513383809
62,Company_62,Auto,UP,2319.8463315591707,6.054781958668459
63,Company_63,FMCG,FLAT,283.54320008700336,1.0774648208002942
64,Company_64,Energy,UP,2668.5891435238836,6.824934779879105
65,Company_65,IT,FLAT,36.84794560074305,1.267000739420418
66,Company_66,Pharma,FLAT,423.6598442334878,1.4915232872358248
67,Company_67,Banking,UP,1341.8083810653125,6.415984771549761
68,Company_68,Pharma,UP,3541.0507443492197,6.5173095130248715
69,Company_69,Banking,DOWN,-573.6897070199623,-3.23909331497626
70,Company_70,Energy,FLAT,15.249858737230172,0.4382578429678919
71,Company_71,Energy,UP,356.40175810173463,5.801632812526076
72,Company_72,Energy,DOWN,-1497.156757873869,-9.095454283930495
73,Company_73,Banking,DOWN,-1673.7497818786424,-9.871989032731673
74,Company_74,Pharma,DOWN,-1102.2833035850088,-8.78283546049426
75,Company_75,Energy,DOWN,-174.0842552930466,-6.849177011226312
76,Company_76,Auto,DOWN,-1760.3739356886408,-9.625589141204149
77,Company_77,Banking,FLAT,75.25666882722393,0.34663596748298897
78,Company_78,Banking,UP,931.2857658761698,6.994403609286286
79,Company_79,Pharma,DOWN,-1414.8542719073766,-9.751343937832077
80,Company_80,Banking,UP,367.8369980127592,6.943752696644648
81,Company_81,Banking,UP,2802.1948792605594,7.035351378637392
82,Company_82,Energy,UP,1439.4657666983546,7.473339476440614
83,Company_83,Pharma,UP,738.9008282623695,6.773323286443654
84,Company_84,Energy,DOWN,-479.1626199658074,-4.912883957257976
85,Company_85,Energy,DOWN,-267.1222284084897,-3.5642113121158148
86,Company_86,Pharma,UP,3315.4813072285247,6.0892706038433015
87,Company_87,IT,FLAT,-268.27208374660734,-1.2276306730082218
88,Company_88,Energy,FLAT,63.634820988974916,1.19165834173594
89,Company_89,Auto,DOWN,-721.9800539386724,-7.752174951154189
90,Company_90,Auto,DOWN,-289.58798083349365,-6.528722211825507
91,Company_91,Banking,UP,2864.3502822141936,5.1955451531150585
92,Company_92,Auto,FLAT,802.3830012925027,2.6558920405765356
93,Company_93,Banking,FLAT,-29.952723153894553,-1.545004847836876
94,Company_94,IT,FLAT,-152.72250650246895,-0.8359998179547153
95,Company_95,Pharma,UP,2071.0422571312392,6.80460574933988
96,Company_96,Pharma,FLAT,-152.65333835466996,-0.8467504573023468
97,Company_97,Pharma,DOWN,-582.9579529070402,-3.2480526272887804
98,Company_98,Auto,UP,3332.3725285900496,7.5510552732846765
99,Company_99,IT,FLAT,237.14407838265285,1.0613437741876428
100,Company_100,Auto,DOWN,-478.48009846591447,-9.515354984368557
